student_id,n_videos,n_navigate,n_access,n_problem,n_page_close,n_discussion,n_wiki,n_events,n_events_lst_wk,n_access_lst_wk,n_access_lst2_wk,days_course_strt_access1,days_course_end_access_lst,unique_days_accessed,dropout
2894,1,3,2,0,1,0,0,7,7,2,2,27,2,1,0
2901,85,107,350,47,191,129,5,914,101,42,184,0,2,23,0
2906,1,1,2,0,1,0,0,5,5,2,2,27,2,1,1
2909,0,3,2,0,0,0,0,5,5,2,2,27,2,1,1
2910,9,18,34,19,14,6,0,100,9,3,3,4,3,7,0
2912,17,29,37,21,19,20,10,153,37,9,37,15,6,6,0
2913,18,32,54,6,37,127,4,278,246,43,54,19,1,5,0
2915,20,30,118,36,37,34,0,275,42,26,34,6,3,12,0
2916,39,93,144,31,77,50,69,503,210,56,96,2,0,22,0
2919,10,13,23,6,16,7,1,76,61,20,20,8,1,5,0
2922,5,4,13,0,6,0,0,28,28,13,13,27,2,1,1
2923,39,74,230,68,114,121,4,650,136,51,78,0,2,18,0
2925,1,4,2,0,1,2,0,10,10,2,2,27,2,1,0
2926,16,29,68,12,27,19,31,202,19,7,45,9,2,7,1
2931,1,3,5,0,3,0,0,12,0,0,5,21,8,1,1
2932,1,2,5,0,1,0,0,9,9,5,5,27,2,1,1
2934,26,34,90,15,27,12,6,210,53,31,90,15,0,8,0
2935,2,4,2,0,2,0,0,10,10,2,2,26,3,1,1
2936,24,46,77,59,42,27,6,281,106,36,77,18,0,7,0
2937,10,12,43,42,20,5,0,132,10,6,26,1,2,8,1
2941,25,11,53,3,31,6,2,131,95,36,48,6,1,7,0
2942,8,30,51,2,28,4,1,124,31,12,16,8,1,7,1
2943,16,18,54,11,30,4,2,135,46,17,43,5,0,10,0
2944,53,57,196,75,74,7,0,462,75,32,38,0,1,18,0
2945,5,7,21,0,10,0,0,43,25,12,12,10,2,5,0
2948,18,43,78,25,33,18,12,227,43,15,42,2,2,8,1
2949,9,37,110,17,55,44,0,272,35,13,21,0,1,14,0
2951,18,21,58,6,33,2,0,138,64,24,28,2,0,14,1
2952,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
2954,0,3,0,0,0,0,0,3,2,0,0,NA,NA,2,1
2956,2,3,2,0,1,0,0,8,8,2,2,27,2,1,1
2957,11,6,15,6,11,0,0,49,35,10,15,21,2,4,1
2964,1,9,5,0,2,0,0,17,7,2,2,0,7,4,0
2965,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
2967,1,18,55,4,4,0,2,84,4,3,14,3,2,9,0
2969,1,19,24,0,12,0,0,56,9,4,10,5,2,9,0
2970,16,7,26,4,21,6,1,81,67,21,26,21,2,3,1
2975,5,2,5,0,4,0,0,16,16,5,5,27,2,1,1
2977,0,10,18,0,7,4,2,41,41,18,18,26,2,2,1
2978,19,46,60,9,31,58,11,234,115,34,37,3,1,7,0
2979,62,20,197,167,65,19,1,531,23,11,70,0,1,18,0
2982,15,31,78,7,34,9,35,209,36,10,35,5,2,9,0
2983,25,7,69,40,28,5,0,174,174,69,69,23,1,6,0
2985,26,44,81,9,42,95,26,323,37,16,57,1,0,16,0
2986,14,24,54,32,24,2,7,157,56,30,36,8,2,6,0
2987,11,7,24,2,16,0,0,60,43,17,22,3,1,6,1
2990,7,19,44,5,15,4,6,100,78,31,37,7,0,8,0
2994,12,20,34,6,21,14,3,110,55,20,26,13,1,7,0
2996,3,16,53,13,2,16,1,104,24,11,41,6,2,6,0
2998,4,3,14,0,4,0,0,25,8,3,3,1,3,2,1
3000,1,2,2,0,1,0,0,6,6,2,2,27,2,1,1
3001,15,27,55,1,29,7,2,136,4,2,22,4,2,11,1
3002,19,21,47,12,34,9,19,161,161,47,47,24,0,5,1
3004,134,71,199,0,54,62,0,520,107,46,67,0,0,19,0
3006,12,12,35,11,25,14,2,111,111,35,35,25,0,3,0
3007,94,22,372,102,86,2,1,679,52,29,125,0,0,13,0
3008,15,47,127,68,10,8,9,284,90,36,127,16,0,10,0
3009,4,2,7,0,3,0,0,16,16,7,7,26,3,1,1
3013,11,17,38,8,20,5,3,102,102,38,38,24,2,2,1
3014,24,44,89,17,47,45,1,267,80,29,61,2,2,16,0
3017,13,63,78,21,23,42,10,250,62,18,54,4,0,14,0
3018,57,29,136,0,64,0,1,287,98,50,68,1,0,20,0
3019,68,33,208,148,70,20,0,547,152,63,126,5,2,11,0
3020,50,19,98,13,54,4,4,242,72,30,98,15,2,9,0
3021,0,7,4,0,2,1,0,14,14,4,4,24,2,2,1
3024,12,12,50,29,29,8,0,140,29,11,48,8,2,6,0
3025,167,67,358,28,155,137,4,916,316,123,168,2,1,19,0
3035,5,9,25,0,4,0,2,45,12,9,11,5,2,5,1
3036,0,8,48,30,24,0,0,110,110,48,48,27,1,2,1
3039,21,47,79,5,28,5,1,186,43,16,39,1,2,11,1
3040,74,19,176,47,64,68,4,452,452,176,176,22,1,7,0
3042,6,37,103,32,49,20,4,251,251,103,103,26,0,4,1
3044,17,37,69,17,30,23,2,195,20,5,41,5,5,13,0
3045,2,1,3,0,2,0,0,8,8,3,3,27,2,1,1
3046,7,8,26,0,16,4,0,61,7,4,15,0,2,6,1
3048,1,3,2,0,1,0,0,7,7,2,2,27,2,1,0
3056,6,6,6,0,5,0,0,23,23,6,6,27,2,1,1
3058,5,17,63,13,16,1,0,115,94,46,63,15,1,5,0
3059,11,20,41,7,20,50,1,150,49,15,17,1,2,5,0
3062,15,69,106,10,37,25,11,273,97,49,84,11,0,15,0
3063,0,8,2,0,1,0,0,11,0,0,2,21,8,1,1
3064,4,7,27,4,3,7,1,53,10,8,8,1,2,4,1
3065,14,20,57,10,39,3,0,143,143,57,57,24,0,6,0
3068,6,13,37,6,18,1,0,81,27,13,17,2,1,9,1
3070,0,5,0,0,0,0,0,5,0,0,0,NA,NA,2,1
3071,23,25,72,35,28,3,0,186,186,72,72,23,0,4,1
3072,17,21,38,5,26,0,2,109,74,24,24,4,0,5,0
3075,1,2,5,0,2,0,0,10,7,3,3,4,2,2,1
3077,0,23,61,0,42,4,1,131,36,18,32,2,1,19,0
3085,7,24,39,0,3,0,1,74,17,7,7,1,4,13,0
3090,42,40,94,36,57,30,25,324,107,35,79,4,1,9,0
3095,68,13,128,0,37,12,0,258,76,35,80,0,7,7,0
3096,20,16,45,16,24,31,5,157,109,35,35,12,1,6,1
3097,14,15,32,23,18,4,1,107,35,13,16,2,2,6,1
3100,13,10,35,18,18,0,0,94,34,12,33,3,1,6,1
3101,21,16,38,22,27,11,1,136,85,28,28,5,1,4,0
3102,22,26,86,5,36,1,1,177,27,13,46,7,0,10,0
3111,12,14,25,8,17,2,4,82,82,25,25,25,1,3,0
3112,18,2,67,0,0,1,0,88,88,67,67,22,7,1,0
3115,28,45,68,26,35,11,90,303,129,29,61,12,1,6,0
3120,14,10,22,10,17,10,1,84,49,14,14,5,1,3,0
3121,0,2,0,0,0,0,0,2,2,0,0,NA,NA,1,1
3122,19,32,41,11,28,10,8,149,74,20,33,4,0,5,0
3123,0,5,2,0,1,0,1,9,9,2,2,22,7,1,1
3125,18,18,43,14,26,18,1,138,41,18,32,3,0,12,0
3127,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
3129,31,19,55,17,47,11,4,184,184,55,55,26,1,4,0
3130,20,48,119,32,51,59,11,340,94,36,72,3,0,13,0
3131,18,31,57,6,31,14,4,161,39,13,17,4,1,5,1
3132,29,42,102,29,51,119,7,379,57,17,66,2,1,8,0
3134,4,4,4,0,3,0,0,15,15,4,4,28,1,1,1
3135,0,2,0,0,0,0,0,2,2,0,0,NA,NA,1,1
3136,1,6,1,0,1,0,0,9,9,1,1,28,1,1,1
3138,16,9,67,14,19,23,0,148,82,38,45,2,1,6,0
3140,55,11,90,0,57,0,0,213,77,32,76,12,1,7,0
3141,12,19,40,18,22,1,8,120,59,21,40,19,1,3,0
3143,17,21,43,16,27,3,1,128,74,25,27,5,1,6,0
3145,7,12,46,4,17,0,0,86,31,15,29,2,0,13,0
3146,2,2,5,4,3,0,0,16,16,5,5,28,1,1,1
3147,15,26,57,11,31,69,4,213,52,11,34,2,1,13,0
3149,18,46,57,4,24,37,3,189,143,41,57,21,0,8,0
3150,31,59,114,20,51,103,11,389,112,31,99,2,0,15,0
3151,11,14,31,12,12,1,1,82,82,31,31,28,1,1,0
3152,13,22,34,14,19,9,3,114,65,19,24,12,0,7,0
3153,2,3,12,42,6,0,0,65,11,5,12,15,1,2,1
3156,5,3,12,0,5,0,0,25,25,12,12,28,1,1,1
3157,27,44,77,24,34,88,8,302,159,33,77,19,2,8,0
3159,45,24,74,16,57,0,1,217,112,37,54,8,1,7,1
3161,9,35,16,22,9,12,2,105,26,3,11,2,5,9,0
3162,2,10,10,0,6,0,0,28,7,3,6,2,1,5,1
3164,37,32,102,17,53,14,3,258,58,19,73,1,1,12,0
3166,4,9,49,41,24,50,2,179,44,11,11,3,1,6,0
3167,16,26,50,11,27,12,2,144,26,10,41,14,1,6,0
3168,74,48,272,112,119,66,3,694,44,19,114,0,0,15,0
3169,10,11,32,1,20,14,0,88,58,18,18,3,1,7,0
3170,1,1,5,0,4,0,0,11,11,5,5,22,7,1,1
3171,8,9,37,21,12,8,1,96,96,37,37,23,1,3,1
3172,7,14,39,0,14,2,1,77,7,3,3,3,1,6,1
3173,12,21,55,23,34,12,0,157,68,24,41,3,1,5,0
3174,0,2,0,0,0,0,0,2,2,0,0,NA,NA,1,1
3175,3,9,9,0,6,0,2,29,20,7,9,21,1,2,1
3176,6,4,7,0,5,0,0,22,22,7,7,28,1,1,0
3177,17,25,61,19,25,16,4,167,61,22,50,11,1,8,1
3179,6,9,20,0,12,1,1,49,26,12,12,6,1,4,1
3181,47,18,118,54,49,15,0,301,175,71,71,6,0,5,0
3189,2,19,67,52,39,3,0,182,103,37,37,0,0,4,0
3192,0,12,39,37,11,1,1,101,101,39,39,25,0,3,0
3193,23,54,70,25,49,128,12,361,83,25,33,2,1,14,0
3195,1,1,2,0,1,0,0,5,5,2,2,28,1,1,0
3196,11,28,54,6,26,0,0,125,14,6,35,2,1,8,0
3198,0,4,4,0,2,0,0,10,9,4,4,22,1,3,0
3201,40,68,192,29,102,220,15,666,114,42,73,0,0,17,0
3202,0,6,4,0,2,0,0,12,7,2,2,1,7,3,1
3206,0,48,239,117,81,7,2,494,89,40,80,0,0,16,0
3209,1,23,54,18,6,2,1,105,16,7,13,13,2,5,0
3212,14,45,66,20,34,9,35,223,49,7,35,2,4,14,0
3214,1,3,4,0,2,0,0,10,5,2,2,7,1,2,1
3215,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
3216,0,2,0,0,0,0,0,2,2,0,0,NA,NA,1,1
3217,28,17,62,4,29,3,1,144,48,18,50,6,0,5,0
3223,2,9,23,0,5,0,0,39,9,7,23,15,1,3,0
3224,51,13,67,0,32,0,0,163,105,45,51,0,1,5,0
3225,1,3,1,0,1,0,0,6,6,1,1,28,1,1,1
3228,6,6,16,2,5,0,0,35,9,4,4,13,1,3,0
3230,22,3,35,26,22,4,0,112,49,13,26,8,1,3,1
3231,20,36,84,46,44,9,2,241,32,13,13,0,3,7,1
3232,40,28,198,116,55,9,7,453,75,30,30,0,2,5,1
3233,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
3235,0,4,2,0,1,0,1,8,8,2,2,22,7,1,1
3236,17,46,101,13,42,35,42,296,29,9,52,3,6,11,0
3237,29,61,80,27,52,130,71,450,347,56,80,21,0,9,0
3239,12,7,27,3,17,3,1,70,41,16,27,21,1,2,1
3240,5,34,180,18,12,43,4,296,138,109,138,2,0,16,0
3241,7,12,21,0,13,6,2,61,61,21,21,24,1,2,1
3243,1,6,2,0,1,0,0,10,10,2,2,28,1,1,0
3245,12,47,81,20,42,20,7,229,97,37,44,3,0,10,0
3246,55,39,173,148,63,8,0,486,81,28,57,6,0,7,0
3249,1,13,56,18,19,0,0,107,39,24,44,7,0,11,0
3251,25,15,78,9,28,3,2,160,25,11,71,2,0,6,0
3253,10,36,18,11,11,6,10,102,30,9,9,4,4,9,0
3256,27,56,191,8,105,16,2,405,206,106,138,1,0,21,0
3257,3,8,21,9,1,1,0,43,11,8,15,11,1,4,1
3258,14,30,91,12,29,51,7,234,19,7,57,2,0,8,0
3260,33,121,146,25,75,215,127,742,189,29,79,1,0,21,0
3263,10,7,19,1,12,0,0,49,35,14,14,8,1,3,1
3264,6,25,47,0,17,78,2,175,47,23,27,0,1,6,0
3266,25,22,88,18,48,14,0,215,69,27,51,2,1,17,0
3270,5,2,8,0,4,0,0,19,19,8,8,28,1,1,1
3273,10,27,43,12,28,14,1,135,80,28,43,21,0,5,0
3274,1,2,3,0,2,0,0,8,8,3,3,28,1,1,1
3275,6,6,7,0,5,0,0,24,24,7,7,28,0,2,1
3277,1,3,5,0,2,0,0,11,11,5,5,28,1,2,1
3278,1,9,9,0,2,0,1,22,9,2,9,20,1,2,1
3281,79,38,170,20,62,21,8,398,40,14,32,5,3,7,0
3282,4,4,9,0,4,1,0,22,4,2,4,4,2,3,1
3283,13,16,30,0,19,2,1,81,30,11,20,2,0,7,0
3284,60,64,258,88,85,90,6,651,50,25,84,0,2,11,0
3289,1,7,2,0,1,6,1,18,18,2,2,29,0,2,0
3290,10,24,41,14,19,6,3,117,7,3,11,5,1,8,0
3291,17,31,70,13,40,21,10,202,94,35,48,5,0,9,0
3295,86,56,266,21,165,44,4,642,121,55,65,0,0,18,0
3296,13,34,50,1,24,38,3,163,45,19,28,3,1,4,0
3305,13,18,52,0,28,2,8,121,75,33,35,7,0,8,0
3308,2,4,9,0,3,0,0,18,18,9,9,25,1,2,1
3311,87,131,358,135,169,423,15,1318,283,95,117,9,0,12,0
3312,21,71,65,12,20,21,55,265,95,15,42,1,6,16,0
3313,9,11,24,4,16,9,1,74,74,24,24,28,1,1,0
3315,1,7,6,0,2,1,1,18,18,6,6,28,1,1,1
3316,12,43,54,28,15,1,3,156,10,7,7,1,1,8,0
3317,29,45,99,7,58,34,16,288,162,54,63,2,0,11,0
3318,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
3323,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
3325,4,4,12,0,6,0,0,26,26,12,12,24,1,3,1
3326,7,68,170,69,46,21,1,382,58,21,48,0,1,11,0
3327,0,1,6,1,3,0,0,11,11,6,6,28,1,1,0
3330,7,12,28,6,15,0,0,68,46,17,21,2,0,5,0
3331,24,53,190,83,84,81,3,518,111,42,65,0,0,14,0
3332,12,50,71,14,7,68,7,229,38,16,45,11,0,7,1
3335,21,24,63,24,22,1,5,160,32,13,63,18,1,5,0
3338,20,44,95,5,34,35,7,240,83,30,72,2,1,9,0
3339,34,41,105,23,59,23,13,298,100,30,76,2,1,10,0
3344,33,16,70,20,40,15,2,196,83,27,70,18,1,2,0
3346,8,9,34,6,13,0,0,70,70,34,34,24,1,3,0
3347,16,27,83,27,44,24,0,221,47,19,65,2,0,11,0
3348,34,16,49,11,41,1,1,153,97,34,49,20,1,3,1
3349,3,4,9,0,6,0,0,22,10,4,4,6,1,2,1
3350,18,14,44,7,25,7,0,115,61,21,36,6,0,6,1
3351,20,30,107,27,46,3,1,234,71,35,39,0,1,8,1
3353,30,12,102,29,36,2,0,211,199,97,102,17,0,3,1
3354,0,3,0,0,0,1,1,5,5,0,0,NA,NA,1,1
3355,66,40,211,164,61,55,7,604,2,0,125,0,12,10,0
3358,0,2,0,0,0,0,0,2,2,0,0,NA,NA,1,1
3359,68,83,209,20,102,87,19,588,299,106,175,2,0,18,0
3363,7,9,18,6,11,19,1,71,18,7,18,21,1,2,1
3364,0,3,0,0,0,0,0,3,3,0,0,NA,NA,1,1
3366,0,7,3,0,2,0,0,12,5,0,0,5,24,2,0
3368,3,3,13,0,5,0,0,24,24,13,13,28,1,1,0
3369,14,11,39,16,24,0,2,106,78,27,27,7,1,5,0
3370,17,4,39,20,28,0,0,108,64,24,39,17,0,7,0
3371,0,3,8,0,7,0,0,18,1,0,0,5,24,2,1
3372,24,40,113,26,58,128,17,406,108,33,92,2,0,15,0
3375,12,19,32,9,20,15,1,108,90,27,30,12,1,5,1
3376,1,8,2,0,1,1,0,13,13,2,2,28,1,1,1
3378,5,10,33,0,18,3,0,69,36,19,29,10,5,4,0
3382,13,39,59,14,30,56,11,222,81,19,39,2,0,9,0
3384,13,16,42,9,26,3,3,112,7,3,42,15,1,4,1
3387,7,12,34,16,16,37,1,123,11,4,8,2,1,6,0
3388,16,37,57,16,35,54,1,216,143,38,38,2,0,11,0
3393,5,7,8,0,7,3,1,31,31,8,8,28,1,1,1
3394,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
3396,1,2,7,0,6,0,0,16,16,7,7,22,7,1,1
3397,0,16,27,0,14,36,0,93,23,4,4,1,7,10,1
3398,11,10,17,0,12,1,0,51,27,7,10,4,1,3,1
3399,18,15,28,9,24,4,14,112,110,28,28,28,1,2,0
3401,7,24,32,6,16,1,1,87,10,3,10,8,1,6,1
3402,4,25,54,18,31,0,0,132,65,26,42,8,0,8,0
3404,18,18,55,9,29,0,0,129,62,24,24,4,0,6,1
3405,2,8,8,0,5,0,1,24,24,8,8,28,0,2,0
3408,1,9,10,4,4,21,2,51,51,10,10,28,1,1,0
3409,3,4,3,0,3,0,0,13,13,3,3,27,2,1,1
3411,7,29,36,6,12,0,7,97,97,36,36,28,0,3,0
3415,2,41,80,67,43,11,1,245,61,20,42,1,1,7,0
3419,56,22,149,157,50,11,0,445,319,107,107,11,0,5,0
3421,14,21,52,11,24,34,28,184,20,8,30,4,1,5,1
3425,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
3428,1,2,2,0,1,0,0,6,6,2,2,28,1,1,1
3429,6,28,51,22,26,43,2,178,49,19,19,2,1,6,1
3430,11,13,44,0,24,8,0,100,46,22,22,2,0,9,0
3433,6,7,20,6,12,0,2,53,30,12,20,19,1,5,0
3438,0,3,2,0,1,0,0,6,5,2,2,22,7,2,1
3440,98,39,242,58,81,16,24,558,5,2,101,0,2,14,0
3451,0,2,0,0,0,0,0,2,2,0,0,NA,NA,1,1
3452,1,5,2,0,1,0,0,9,1,0,2,21,8,4,0
3454,73,24,253,62,57,10,0,479,244,123,171,0,0,11,0
3455,22,24,49,16,22,28,21,182,24,7,39,12,1,8,1
3459,11,23,88,22,34,0,0,178,38,17,73,3,1,8,0
3460,1,4,2,0,1,0,0,8,8,2,2,25,4,3,0
3461,2,3,6,0,3,0,0,14,1,0,6,18,11,2,1
3463,7,10,11,0,7,2,1,38,38,11,11,28,1,1,0
3466,6,18,20,5,14,4,5,72,23,6,20,21,1,3,1
3467,11,10,23,6,15,4,1,70,61,19,23,21,1,5,0
3468,17,18,123,53,53,35,0,299,1,0,0,0,15,6,1
3469,0,5,4,0,2,24,0,35,1,0,0,0,29,3,1
3473,4,18,55,0,24,23,3,127,59,30,51,10,0,10,1
3475,6,1,8,0,4,0,0,19,19,8,8,28,1,1,0
3476,1,17,16,11,5,0,3,53,26,5,5,2,1,2,1
3482,0,2,0,0,0,0,0,2,2,0,0,NA,NA,1,1
3483,2,5,8,0,4,4,0,23,6,3,3,2,1,3,1
3486,43,104,217,24,75,287,30,780,289,50,164,2,0,18,0
3488,35,23,169,41,64,14,7,353,91,47,80,11,1,16,0
3489,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
3494,1,7,2,0,1,2,1,14,14,2,2,28,1,1,1
3496,30,12,59,19,18,1,2,141,14,8,37,5,1,5,1
3498,11,15,22,13,16,0,0,77,71,20,22,20,1,4,0
3500,18,11,34,8,20,3,0,94,64,21,29,12,1,5,0
3501,44,85,240,30,122,185,3,709,45,20,25,1,1,12,0
3505,0,33,77,26,43,17,7,203,74,25,63,6,0,12,0
3506,2,6,12,18,8,0,0,46,17,6,12,21,1,2,1
3507,12,18,29,5,21,58,2,145,145,29,29,28,1,1,1
3508,0,7,0,0,0,1,0,8,8,0,0,NA,NA,1,1
3510,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
3511,3,11,19,18,7,0,0,58,8,4,4,3,1,5,1
3512,1,12,63,81,31,4,0,192,44,18,55,2,1,4,1
3516,1,5,2,0,1,3,2,14,14,2,2,28,1,2,1
3518,13,11,22,3,16,0,2,67,50,18,22,18,1,4,0
3519,2,13,17,0,5,0,2,39,39,17,17,28,1,1,1
3520,2,3,6,0,3,0,0,14,8,4,4,6,1,3,1
3521,1,9,9,0,6,2,2,29,29,9,9,28,1,1,1
3523,5,3,11,0,7,0,0,26,26,11,11,25,1,2,1
3524,0,2,0,0,0,0,0,2,2,0,0,NA,NA,2,1
3525,26,52,82,15,36,47,68,326,202,50,71,2,1,9,0
3527,11,16,56,0,31,0,0,114,34,14,40,2,1,10,0
3528,0,2,0,0,0,0,0,2,2,0,0,NA,NA,1,1
3529,10,12,92,17,48,34,0,213,68,27,63,0,0,8,0
3531,0,2,0,0,0,0,0,2,2,0,0,NA,NA,1,1
3534,9,8,18,0,10,0,2,47,47,18,18,28,1,1,0
3535,10,13,24,5,16,2,2,72,41,12,17,3,1,4,0
3539,2,2,6,0,3,0,0,13,13,6,6,28,1,1,1
3542,10,6,21,4,12,0,0,53,17,7,21,17,1,4,0
3543,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
3544,17,21,67,12,29,14,1,161,46,20,58,2,1,12,0
3545,0,2,0,0,0,0,0,2,2,0,0,NA,NA,1,1
3546,12,18,58,11,28,11,0,138,80,27,37,1,0,14,0
3547,17,17,66,18,44,14,0,176,118,40,53,5,1,7,0
3554,3,10,7,0,5,2,1,28,14,4,4,5,1,2,0
3555,14,5,24,0,17,0,0,60,31,11,11,5,2,3,0
3557,9,10,14,4,10,0,2,49,49,14,14,28,1,1,1
3558,11,20,36,1,17,5,1,91,24,9,13,2,1,6,0
3559,31,17,93,23,33,6,3,206,206,93,93,27,0,3,0
3561,47,15,85,0,36,2,1,186,186,85,85,27,2,1,1
3563,20,52,52,4,31,3,0,162,84,26,29,2,0,13,0
3564,3,4,7,0,5,0,0,19,11,4,4,14,7,2,1
3565,1,4,10,0,6,0,0,21,21,10,10,22,7,1,1
3566,6,18,45,30,15,3,0,117,38,15,34,1,1,8,0
3567,20,34,61,43,32,19,9,218,83,21,36,13,1,5,0
3568,1,2,7,2,4,0,0,16,16,7,7,28,1,1,0
3569,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
3570,3,4,5,0,1,0,0,13,13,5,5,28,1,1,1
3571,15,16,36,5,21,7,7,107,45,16,16,5,1,8,1
3574,23,41,159,39,43,13,8,326,24,12,16,1,2,8,1
3576,1,51,93,7,10,10,7,179,88,44,61,5,0,13,0
3581,17,15,34,0,26,7,0,99,99,34,34,26,0,3,0
3582,12,5,24,8,20,0,0,69,69,24,24,28,0,2,0
3583,25,35,61,10,35,14,4,184,31,11,36,2,1,11,0
3584,26,23,68,29,39,43,2,230,70,26,52,3,1,8,0
3586,18,16,62,1,26,22,0,145,60,17,39,2,1,10,0
3589,12,19,42,4,20,13,3,113,112,42,42,22,1,5,0
3592,26,24,65,6,29,11,2,163,13,6,47,5,1,8,0
3593,16,25,59,19,34,23,3,179,57,21,41,2,0,8,0
3595,11,63,200,52,80,14,1,421,71,27,32,0,1,20,0
3599,12,37,49,19,35,33,6,191,130,35,35,1,0,5,0
3600,10,7,35,12,17,0,0,81,56,23,23,3,0,5,1
3602,14,9,33,12,28,2,5,103,98,31,33,16,0,3,0
3604,25,42,86,18,35,135,53,394,59,16,64,2,1,9,0
3606,16,10,77,18,44,11,1,177,50,19,66,4,1,4,1
3607,21,18,50,0,28,2,1,120,35,13,33,3,1,12,0
3608,14,27,60,16,33,5,3,158,68,23,60,16,0,6,1
3609,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
3613,0,5,7,0,5,0,0,17,17,7,7,28,1,1,0
3616,18,18,32,12,23,0,0,103,80,26,32,16,1,4,0
3625,1,2,2,0,1,2,0,8,8,2,2,28,1,1,1
3626,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
3628,16,28,42,24,23,27,5,165,58,21,25,2,1,5,0
3630,3,3,8,2,5,0,0,21,21,8,8,28,1,1,1
3631,19,33,84,24,49,11,29,249,103,25,59,7,0,7,0
3634,0,4,5,0,0,0,0,9,9,5,5,28,0,2,1
3635,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
3639,23,15,40,10,28,0,0,116,53,19,28,6,1,8,1
3641,8,28,58,9,34,4,2,143,59,23,43,3,1,6,0
3643,41,27,102,19,56,12,2,259,94,38,102,18,1,7,0
3644,3,6,40,17,15,0,0,81,37,26,26,8,1,2,1
3645,9,6,24,3,11,1,0,54,7,3,17,3,1,5,1
3648,53,23,178,49,64,10,1,378,378,178,178,27,0,3,0
3649,39,18,122,51,51,24,1,306,27,11,25,5,1,5,0
3654,6,10,13,8,9,1,0,47,25,6,13,18,4,3,1
3659,14,63,110,28,45,227,8,495,191,41,110,16,0,5,0
3660,1,4,1,0,1,0,0,7,7,1,1,28,1,1,0
3661,5,20,40,11,26,0,0,102,28,10,30,7,1,9,0
3663,3,4,7,0,2,0,1,17,17,7,7,28,0,2,1
3666,20,51,108,48,56,20,4,307,137,60,85,4,0,17,0
3671,21,10,59,20,26,6,0,142,57,25,49,12,0,8,0
3673,15,5,63,46,17,4,0,150,136,56,58,5,2,3,0
3677,14,21,38,19,17,9,1,119,23,5,24,2,1,10,0
3679,26,33,82,8,46,56,28,279,39,14,53,2,1,13,0
3682,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
3683,5,13,31,5,18,0,0,72,25,10,15,5,0,6,0
3687,7,20,18,0,12,13,12,82,82,18,18,24,1,3,1
3689,27,24,65,21,36,1,2,176,68,23,39,2,1,8,0
3690,15,18,34,10,16,7,1,101,30,12,20,7,1,9,1
3694,19,12,26,0,17,0,0,74,52,18,26,21,1,5,1
3697,9,10,23,5,10,0,0,57,9,3,13,6,1,7,1
3700,18,36,86,18,46,131,14,349,84,22,67,2,1,8,0
3701,11,29,47,25,23,14,0,149,86,27,36,6,0,9,0
3703,1,10,53,9,1,0,3,77,77,53,53,23,1,3,0
3705,16,53,73,25,33,100,16,316,13,4,55,3,1,14,0
3710,15,20,52,0,23,1,0,111,41,19,21,2,1,11,1
3712,4,6,7,0,4,0,1,22,22,7,7,28,0,2,0
3713,5,20,12,28,8,41,1,115,9,4,7,4,1,6,1
3714,16,10,24,9,20,0,0,79,65,19,24,18,1,3,0
3716,5,13,26,2,13,1,1,61,18,7,16,0,1,5,1
3718,2,3,6,0,5,1,0,17,17,6,6,28,1,1,1
3719,4,2,4,0,3,0,0,13,13,4,4,28,1,1,1
3722,11,13,20,0,14,16,2,76,30,10,10,4,1,4,1
3726,9,11,12,1,10,1,3,47,47,12,12,28,0,2,0
3727,20,29,125,39,56,63,3,335,57,28,38,0,1,12,0
3728,8,13,19,4,9,7,1,61,35,8,8,2,1,3,0
3730,18,17,59,20,22,19,0,155,109,44,59,19,1,6,0
3731,4,1,5,0,4,0,0,14,14,5,5,28,1,1,1
3734,5,23,50,9,15,6,1,109,19,16,21,2,0,10,0
3735,3,2,7,0,3,0,0,15,15,7,7,27,2,1,1
3737,17,21,71,8,44,0,0,161,13,5,14,2,1,11,0
3738,1,21,34,0,14,5,4,79,11,8,12,2,1,6,1
3739,17,20,47,9,23,11,5,132,69,26,37,7,1,5,1
3741,1,10,12,0,6,0,0,29,14,6,9,5,1,5,0
3742,31,40,77,2,44,21,4,219,141,38,42,2,0,11,0
3743,0,2,0,0,0,0,0,2,2,0,0,NA,NA,2,1
3751,2,3,6,0,3,0,0,14,7,3,3,5,1,2,1
3752,12,29,67,28,38,0,0,174,48,19,34,3,1,15,0
